id,country_name,league_name,season,stage,date,home_team,away_team,home_team_goal,away_team_goal,B365H,B365D,B365A,BSH,BSD,BSA,diff_goals,target
19698,Scotland,Scotland Premier League,2008/2009,1,2008-08-10 00:00:00,Celtic,St. Mirren,1,0,1.17,6.5,17.0,1.17,5.5,13.0,1,1
24716,Switzerland,Switzerland Super League,2008/2009,5,2008-08-10 00:00:00,Grasshopper Club Zürich,FC Zürich,2,2,,,,,,,0,0
24717,Switzerland,Switzerland Super League,2008/2009,5,2008-08-10 00:00:00,BSC Young Boys,Neuchâtel Xamax,2,1,,,,,,,1,1
19699,Scotland,Scotland Premier League,2008/2009,1,2008-08-11 00:00:00,Hamilton Academical FC,Dundee United,3,1,3.6,3.25,2.1,2.88,3.2,2.2,2,1
7809,Germany,Germany 1. Bundesliga,2008/2009,1,2008-08-15 00:00:00,FC Bayern Munich,Hamburger SV,2,2,1.57,3.8,6.0,1.53,3.75,5.5,0,0
15815,Poland,Poland Ekstraklasa,2008/2009,2,2008-08-15 00:00:00,Cracovia,Widzew Łódź,2,0,,,,,,,2,1
15816,Poland,Poland Ekstraklasa,2008/2009,2,2008-08-15 00:00:00,Arka Gdynia,Polonia Bytom,1,0,,,,,,,1,1
2,Belgium,Belgium Jupiler League,2008/2009,1,2008-08-16 00:00:00,SV Zulte-Waregem,Sporting Lokeren,0,0,1.95,3.2,3.6,1.91,3.25,3.6,0,0
3,Belgium,Belgium Jupiler League,2008/2009,1,2008-08-16 00:00:00,KSV Cercle Brugge,RSC Anderlecht,0,3,2.38,3.3,2.75,2.3,3.2,2.75,-3,1
5,Belgium,Belgium Jupiler League,2008/2009,1,2008-08-16 00:00:00,FCV Dender EH,Standard de Liège,1,3,5.0,3.5,1.65,4.75,3.3,1.67,-2,1
7,Belgium,Belgium Jupiler League,2008/2009,1,2008-08-16 00:00:00,KSV Roeselare,KV Kortrijk,2,2,2.1,3.2,3.3,2.1,3.25,3.1,0,0
8,Belgium,Belgium Jupiler League,2008/2009,1,2008-08-16 00:00:00,Tubize,Royal Excel Mouscron,1,2,3.2,3.4,2.2,2.88,3.25,2.2,-1,1
9,Belgium,Belgium Jupiler League,2008/2009,1,2008-08-16 00:00:00,KVC Westerlo,Sporting Charleroi,1,0,2.25,3.25,2.88,2.25,3.2,2.8,1,1
1730,England,England Premier League,2008/2009,1,2008-08-16 00:00:00,Arsenal,West Bromwich Albion,1,0,1.2,6.5,15.0,1.22,5.0,13.0,1,1
1731,England,England Premier League,2008/2009,1,2008-08-16 00:00:00,Sunderland,Liverpool,0,1,5.5,3.6,1.67,4.5,3.4,1.73,-1,1
1732,England,England Premier League,2008/2009,1,2008-08-16 00:00:00,West Ham United,Wigan Athletic,2,1,1.91,3.4,4.2,1.91,3.25,3.8,1,1
1734,England,England Premier League,2008/2009,1,2008-08-16 00:00:00,Everton,Blackburn Rovers,2,3,2.0,3.3,4.0,2.0,3.25,3.5,-1,1
1735,England,England Premier League,2008/2009,1,2008-08-16 00:00:00,Middlesbrough,Tottenham Hotspur,2,1,3.2,3.4,2.25,2.8,3.25,2.3,1,1
1736,England,England Premier League,2008/2009,1,2008-08-16 00:00:00,Bolton Wanderers,Stoke City,3,1,1.83,3.5,4.5,1.8,3.25,4.33,2,1
1737,England,England Premier League,2008/2009,1,2008-08-16 00:00:00,Hull City,Fulham,2,1,2.6,3.2,2.8,2.6,3.25,2.5,1,1
4879,France,France Ligue 1,2008/2009,2,2008-08-16 00:00:00,SM Caen,Valenciennes FC,3,1,2.1,3.0,4.0,2.0,3.0,3.6,2,1
4881,France,France Ligue 1,2008/2009,2,2008-08-16 00:00:00,LOSC Lille,Le Mans FC,1,3,1.8,3.3,4.75,1.83,3.0,4.33,-2,1
4884,France,France Ligue 1,2008/2009,2,2008-08-16 00:00:00,FC Nantes,AS Monaco,1,1,2.25,3.0,3.3,2.5,2.88,2.75,0,0
4885,France,France Ligue 1,2008/2009,2,2008-08-16 00:00:00,OGC Nice,AS Nancy-Lorraine,2,1,2.4,2.9,3.3,2.25,2.88,3.1,1,1
4886,France,France Ligue 1,2008/2009,2,2008-08-16 00:00:00,Paris Saint-Germain,Girondins de Bordeaux,1,0,2.38,2.9,3.3,2.4,2.88,2.88,1,1
4887,France,France Ligue 1,2008/2009,2,2008-08-16 00:00:00,AS Saint-Étienne,FC Sochaux-Montbéliard,2,1,1.85,3.25,4.5,1.73,3.2,4.5,1,1
4888,France,France Ligue 1,2008/2009,2,2008-08-16 00:00:00,Toulouse FC,Le Havre AC,2,1,2.15,3.1,3.6,2.1,2.88,3.5,1,1
7810,Germany,Germany 1. Bundesliga,2008/2009,1,2008-08-16 00:00:00,Bayer 04 Leverkusen,Borussia Dortmund,2,3,2.05,3.3,3.6,2.0,3.25,3.4,-1,1
7811,Germany,Germany 1. Bundesliga,2008/2009,1,2008-08-16 00:00:00,FC Schalke 04,Hannover 96,3,0,1.57,3.8,6.0,1.57,3.75,5.0,3,1
7812,Germany,Germany 1. Bundesliga,2008/2009,1,2008-08-16 00:00:00,VfL Wolfsburg,1. FC Köln,2,1,1.62,3.6,6.0,1.57,3.75,5.0,1,1
7814,Germany,Germany 1. Bundesliga,2008/2009,1,2008-08-16 00:00:00,DSC Arminia Bielefeld,SV Werder Bremen,2,2,4.5,3.5,1.8,4.0,3.3,1.83,0,0
7815,Germany,Germany 1. Bundesliga,2008/2009,1,2008-08-16 00:00:00,FC Energie Cottbus,TSG 1899 Hoffenheim,0,3,2.4,3.3,2.9,2.38,3.2,2.7,-3,1
7817,Germany,Germany 1. Bundesliga,2008/2009,1,2008-08-16 00:00:00,Karlsruher SC,VfL Bochum,1,0,2.2,3.3,3.25,2.25,3.2,2.88,1,1
15810,Poland,Poland Ekstraklasa,2008/2009,2,2008-08-16 00:00:00,Ruch Chorzów,Lechia Gdańsk,2,1,,,,,,,1,1
15811,Poland,Poland Ekstraklasa,2008/2009,2,2008-08-16 00:00:00,P. Warszawa,Wisła Kraków,0,2,,,,,,,-2,1
15813,Poland,Poland Ekstraklasa,2008/2009,2,2008-08-16 00:00:00,GKS Bełchatów,Piast Gliwice,0,0,,,,,,,0,0
15817,Poland,Poland Ekstraklasa,2008/2009,2,2008-08-16 00:00:00,Polonia Bytom,Śląsk Wrocław,1,1,,,,,,,0,0
19760,Scotland,Scotland Premier League,2008/2009,2,2008-08-16 00:00:00,Rangers,Heart of Midlothian,2,0,1.44,4.2,7.5,1.4,3.75,7.5,2,1
19762,Scotland,Scotland Premier League,2008/2009,2,2008-08-16 00:00:00,Motherwell,Aberdeen,0,1,2.1,3.3,3.5,2.1,3.25,3.0,-1,1
19763,Scotland,Scotland Premier League,2008/2009,2,2008-08-16 00:00:00,Hibernian,Falkirk,3,2,2.1,3.3,3.6,1.8,3.4,3.75,1,1
19764,Scotland,Scotland Premier League,2008/2009,2,2008-08-16 00:00:00,Inverness Caledonian Thistle,Hamilton Academical FC,0,1,1.8,3.5,4.5,1.8,3.4,3.75,-1,1
19765,Scotland,Scotland Premier League,2008/2009,2,2008-08-16 00:00:00,St. Mirren,Kilmarnock,0,0,2.4,3.3,2.88,2.3,3.2,2.7,0,0
24718,Switzerland,Switzerland Super League,2008/2009,6,2008-08-16 00:00:00,FC Vaduz,FC Sion,1,2,,,,,,,-1,1
1,Belgium,Belgium Jupiler League,2008/2009,1,2008-08-17 00:00:00,KRC Genk,Beerschot AC,1,1,1.73,3.4,5.0,1.73,3.4,4.2,0,0
4,Belgium,Belgium Jupiler League,2008/2009,1,2008-08-17 00:00:00,KAA Gent,RAEC Mons,5,0,1.44,3.75,7.5,1.44,3.75,6.5,5,1
1729,England,England Premier League,2008/2009,1,2008-08-17 00:00:00,Manchester United,Newcastle United,1,1,1.29,5.5,11.0,1.29,4.5,11.0,0,0
1733,England,England Premier League,2008/2009,1,2008-08-17 00:00:00,Aston Villa,Manchester City,4,2,1.91,3.4,4.33,1.91,3.3,3.75,2,1
1738,England,England Premier League,2008/2009,1,2008-08-17 00:00:00,Chelsea,Portsmouth,4,0,1.33,5.0,10.0,1.33,4.2,10.0,4,1
4880,France,France Ligue 1,2008/2009,2,2008-08-17 00:00:00,Grenoble Foot 38,Stade Rennais FC,1,0,2.88,2.9,2.7,2.62,2.88,2.6,1,1
4882,France,France Ligue 1,2008/2009,2,2008-08-17 00:00:00,FC Lorient,Olympique Lyonnais,0,0,4.75,3.4,1.8,4.5,3.25,1.73,0,0
4883,France,France Ligue 1,2008/2009,2,2008-08-17 00:00:00,Olympique de Marseille,AJ Auxerre,4,0,1.57,3.6,6.5,1.57,3.3,6.0,4,1
7813,Germany,Germany 1. Bundesliga,2008/2009,1,2008-08-17 00:00:00,Eintracht Frankfurt,Hertha BSC Berlin,0,2,2.35,3.3,3.0,2.25,3.25,2.88,-2,1
7816,Germany,Germany 1. Bundesliga,2008/2009,1,2008-08-17 00:00:00,Borussia Mönchengladbach,VfB Stuttgart,1,3,2.75,3.3,2.5,2.62,3.1,2.5,-2,1
15812,Poland,Poland Ekstraklasa,2008/2009,2,2008-08-17 00:00:00,Odra Wodzisław,Legia Warszawa,2,0,,,,,,,2,1
15814,Poland,Poland Ekstraklasa,2008/2009,2,2008-08-17 00:00:00,Jagiellonia Białystok,Lech Poznań,0,3,,,,,,,-3,1
19761,Scotland,Scotland Premier League,2008/2009,2,2008-08-17 00:00:00,Dundee United,Celtic,1,1,5.75,4.0,1.57,5.0,3.6,1.57,0,0
24719,Switzerland,Switzerland Super League,2008/2009,6,2008-08-17 00:00:00,Neuchâtel Xamax,Grasshopper Club Zürich,1,1,,,,,,,0,0
24720,Switzerland,Switzerland Super League,2008/2009,6,2008-08-17 00:00:00,FC Luzern,BSC Young Boys,0,3,,,,,,,-3,1
24721,Switzerland,Switzerland Super League,2008/2009,6,2008-08-17 00:00:00,FC Zürich,FC Basel,1,4,,,,,,,-3,1
7915,Germany,Germany 1. Bundesliga,2008/2009,2,2008-08-22 00:00:00,Hannover 96,FC Energie Cottbus,0,0,1.62,3.6,6.0,1.62,3.6,5.5,0,0
15898,Poland,Poland Ekstraklasa,2008/2009,3,2008-08-22 00:00:00,Ruch Chorzów,Polonia Bytom,2,1,,,,,,,1,1
15899,Poland,Poland Ekstraklasa,2008/2009,3,2008-08-22 00:00:00,Wisła Kraków,GKS Bełchatów,2,1,,,,,,,1,1
17644,Portugal,Portugal Liga ZON Sagres,2008/2009,1,2008-08-22 00:00:00,Vitória Guimarães,Vitória Setúbal,1,1,2.1,3.25,3.6,1.91,3.1,3.75,0,0
101,Belgium,Belgium Jupiler League,2008/2009,2,2008-08-23 00:00:00,RSC Anderlecht,KAA Gent,2,2,1.65,3.4,5.0,1.62,3.4,5.0,0,0
102,Belgium,Belgium Jupiler League,2008/2009,2,2008-08-23 00:00:00,Standard de Liège,KVC Westerlo,3,0,1.33,4.2,10.0,1.33,4.33,7.5,3,1
104,Belgium,Belgium Jupiler League,2008/2009,2,2008-08-23 00:00:00,Sporting Charleroi,KSV Roeselare,1,0,1.5,3.6,6.5,1.53,3.6,5.5,1,1
105,Belgium,Belgium Jupiler League,2008/2009,2,2008-08-23 00:00:00,Sporting Lokeren,Tubize,4,1,1.65,3.6,4.75,1.67,3.4,4.5,3,1
106,Belgium,Belgium Jupiler League,2008/2009,2,2008-08-23 00:00:00,Royal Excel Mouscron,KV Mechelen,3,1,2.05,3.3,3.4,2.0,3.25,3.3,2,1
107,Belgium,Belgium Jupiler League,2008/2009,2,2008-08-23 00:00:00,KV Kortrijk,KSV Cercle Brugge,2,1,3.0,3.25,2.2,2.62,3.2,2.38,1,1
108,Belgium,Belgium Jupiler League,2008/2009,2,2008-08-23 00:00:00,Beerschot AC,FCV Dender EH,1,1,1.53,3.75,5.5,1.53,3.6,5.5,0,0
1839,England,England Premier League,2008/2009,2,2008-08-23 00:00:00,Liverpool,Middlesbrough,2,1,1.36,4.5,10.0,1.4,4.0,8.5,1,1
1840,England,England Premier League,2008/2009,2,2008-08-23 00:00:00,Tottenham Hotspur,Sunderland,1,2,1.5,4.0,7.0,1.5,3.75,6.5,-1,1
1841,England,England Premier League,2008/2009,2,2008-08-23 00:00:00,Newcastle United,Bolton Wanderers,1,0,1.8,3.5,4.75,1.8,3.25,4.75,1,1
1843,England,England Premier League,2008/2009,2,2008-08-23 00:00:00,Blackburn Rovers,Hull City,1,1,1.57,3.75,7.0,1.57,3.6,6.0,0,0
1844,England,England Premier League,2008/2009,2,2008-08-23 00:00:00,Fulham,Arsenal,1,0,6.5,3.75,1.57,6.0,3.6,1.57,1,1
1845,England,England Premier League,2008/2009,2,2008-08-23 00:00:00,West Bromwich Albion,Everton,1,2,2.88,3.25,2.5,2.7,3.25,2.5,-1,1
1847,England,England Premier League,2008/2009,2,2008-08-23 00:00:00,Stoke City,Aston Villa,3,2,5.0,3.6,1.73,5.0,3.3,1.73,1,1
4991,France,France Ligue 1,2008/2009,3,2008-08-23 00:00:00,Le Havre AC,Olympique de Marseille,0,1,3.75,3.0,2.15,3.5,3.1,2.0,-1,1
4992,France,France Ligue 1,2008/2009,3,2008-08-23 00:00:00,Le Mans FC,AS Saint-Étienne,1,0,2.45,3.0,3.1,2.3,2.88,3.0,1,1
4993,France,France Ligue 1,2008/2009,3,2008-08-23 00:00:00,Olympique Lyonnais,Grenoble Foot 38,2,0,1.29,4.75,13.0,1.29,4.5,9.0,2,1
4994,France,France Ligue 1,2008/2009,3,2008-08-23 00:00:00,AS Monaco,SM Caen,1,1,1.75,3.25,5.25,1.73,3.2,4.5,0,0
4995,France,France Ligue 1,2008/2009,3,2008-08-23 00:00:00,AS Nancy-Lorraine,Toulouse FC,0,0,1.85,3.1,5.0,1.8,3.1,4.33,0,0
4997,France,France Ligue 1,2008/2009,3,2008-08-23 00:00:00,FC Sochaux-Montbéliard,Paris Saint-Germain,1,1,2.7,2.9,2.8,2.6,2.88,2.62,0,0
4998,France,France Ligue 1,2008/2009,3,2008-08-23 00:00:00,Valenciennes FC,FC Lorient,3,1,2.25,2.9,3.6,2.1,2.88,3.5,2,1
7908,Germany,Germany 1. Bundesliga,2008/2009,2,2008-08-23 00:00:00,Hamburger SV,Karlsruher SC,2,1,1.4,4.33,8.5,1.44,4.0,6.5,1,1
7909,Germany,Germany 1. Bundesliga,2008/2009,2,2008-08-23 00:00:00,Borussia Dortmund,FC Bayern Munich,1,1,3.4,3.25,2.15,3.2,3.2,2.1,0,0
7910,Germany,Germany 1. Bundesliga,2008/2009,2,2008-08-23 00:00:00,VfB Stuttgart,Bayer 04 Leverkusen,0,2,1.91,3.4,4.0,1.91,3.3,3.6,-2,1
7911,Germany,Germany 1. Bundesliga,2008/2009,2,2008-08-23 00:00:00,SV Werder Bremen,FC Schalke 04,1,1,2.0,3.3,3.8,1.91,3.3,3.6,0,0
7912,Germany,Germany 1. Bundesliga,2008/2009,2,2008-08-23 00:00:00,Hertha BSC Berlin,DSC Arminia Bielefeld,1,1,1.67,3.6,5.5,1.67,3.4,4.75,0,0
7916,Germany,Germany 1. Bundesliga,2008/2009,2,2008-08-23 00:00:00,TSG 1899 Hoffenheim,Borussia Mönchengladbach,1,0,2.05,3.3,3.6,1.91,3.3,3.6,1,1
15901,Poland,Poland Ekstraklasa,2008/2009,3,2008-08-23 00:00:00,Śląsk Wrocław,Odra Wodzisław,4,0,,,,,,,4,1
15902,Poland,Poland Ekstraklasa,2008/2009,3,2008-08-23 00:00:00,Widzew Łódź,P. Warszawa,1,2,,,,,,,-1,1
15903,Poland,Poland Ekstraklasa,2008/2009,3,2008-08-23 00:00:00,Lech Poznań,Polonia Bytom,3,0,,,,,,,3,1
15904,Poland,Poland Ekstraklasa,2008/2009,3,2008-08-23 00:00:00,Piast Gliwice,Arka Gdynia,1,2,,,,,,,-1,1
17643,Portugal,Portugal Liga ZON Sagres,2008/2009,1,2008-08-23 00:00:00,Sporting CP,Trofense,3,1,1.25,5.5,15.0,1.2,5.0,12.0,2,1
17645,Portugal,Portugal Liga ZON Sagres,2008/2009,1,2008-08-23 00:00:00,FC Paços de Ferreira,SC Braga,0,2,3.2,3.1,2.2,2.88,3.0,2.3,-2,1
19826,Scotland,Scotland Premier League,2008/2009,3,2008-08-23 00:00:00,Celtic,Falkirk,3,0,1.2,6.5,13.0,1.2,5.5,11.0,3,1
19827,Scotland,Scotland Premier League,2008/2009,3,2008-08-23 00:00:00,Motherwell,Dundee United,1,1,2.4,3.3,2.88,2.38,3.25,2.6,0,0
19828,Scotland,Scotland Premier League,2008/2009,3,2008-08-23 00:00:00,Heart of Midlothian,St. Mirren,2,1,1.73,3.5,5.0,1.62,3.5,5.0,1,1
19829,Scotland,Scotland Premier League,2008/2009,3,2008-08-23 00:00:00,Kilmarnock,Hamilton Academical FC,1,0,2.1,3.3,3.5,2.0,3.25,3.25,1,1
19830,Scotland,Scotland Premier League,2008/2009,3,2008-08-23 00:00:00,Aberdeen,Rangers,1,1,5.0,3.5,1.73,5.0,3.5,1.62,0,0
19831,Scotland,Scotland Premier League,2008/2009,3,2008-08-23 00:00:00,Inverness Caledonian Thistle,Hibernian,1,1,2.4,3.3,2.88,2.4,3.2,2.6,0,0
24723,Switzerland,Switzerland Super League,2008/2009,7,2008-08-23 00:00:00,FC Basel,Neuchâtel Xamax,4,3,,,,,,,1,1
24724,Switzerland,Switzerland Super League,2008/2009,7,2008-08-23 00:00:00,Grasshopper Club Zürich,FC Luzern,4,2,,,,,,,2,1
103,Belgium,Belgium Jupiler League,2008/2009,2,2008-08-24 00:00:00,RAEC Mons,KRC Genk,3,1,3.6,3.3,1.95,3.1,3.2,2.1,2,1
1842,England,England Premier League,2008/2009,2,2008-08-24 00:00:00,Manchester City,West Ham United,3,0,2.3,3.25,3.2,2.25,3.25,3.0,3,1
1848,England,England Premier League,2008/2009,2,2008-08-24 00:00:00,Wigan Athletic,Chelsea,0,1,8.5,4.5,1.4,8.5,3.75,1.44,-1,1
4989,France,France Ligue 1,2008/2009,3,2008-08-24 00:00:00,AJ Auxerre,OGC Nice,0,1,2.15,3.0,3.75,2.1,2.88,3.5,-1,1
4990,France,France Ligue 1,2008/2009,3,2008-08-24 00:00:00,Girondins de Bordeaux,FC Nantes,2,0,1.5,3.75,7.5,1.44,3.6,7.0,2,1
4996,France,France Ligue 1,2008/2009,3,2008-08-24 00:00:00,Stade Rennais FC,LOSC Lille,2,1,2.1,3.0,4.0,2.1,2.88,3.5,1,1
7913,Germany,Germany 1. Bundesliga,2008/2009,2,2008-08-24 00:00:00,1. FC Köln,Eintracht Frankfurt,1,1,2.25,3.3,3.1,2.25,3.2,2.88,0,0
7914,Germany,Germany 1. Bundesliga,2008/2009,2,2008-08-24 00:00:00,VfL Bochum,VfL Wolfsburg,2,2,2.88,3.3,2.4,2.7,3.2,2.38,0,0
15900,Poland,Poland Ekstraklasa,2008/2009,3,2008-08-24 00:00:00,Legia Warszawa,Jagiellonia Białystok,2,0,,,,,,,2,1
15905,Poland,Poland Ekstraklasa,2008/2009,3,2008-08-24 00:00:00,Lechia Gdańsk,Cracovia,2,0,,,,,,,2,1
17642,Portugal,Portugal Liga ZON Sagres,2008/2009,1,2008-08-24 00:00:00,FC Porto,CF Os Belenenses,2,0,1.29,4.5,15.0,1.33,4.0,9.0,2,1
17646,Portugal,Portugal Liga ZON Sagres,2008/2009,1,2008-08-24 00:00:00,Amadora,Académica de Coimbra,1,0,2.15,3.2,3.2,2.1,3.0,3.25,1,1
17647,Portugal,Portugal Liga ZON Sagres,2008/2009,1,2008-08-24 00:00:00,Rio Ave FC,SL Benfica,1,1,6.0,3.5,1.62,5.0,3.4,1.62,0,0
17648,Portugal,Portugal Liga ZON Sagres,2008/2009,1,2008-08-24 00:00:00,Leixões SC,CD Nacional,1,3,2.4,3.0,3.0,2.38,2.88,2.88,-2,1
17649,Portugal,Portugal Liga ZON Sagres,2008/2009,1,2008-08-24 00:00:00,Naval 1° de Maio,CS Marítimo,1,0,2.45,3.1,2.8,2.5,2.88,2.75,1,1
24725,Switzerland,Switzerland Super League,2008/2009,7,2008-08-24 00:00:00,FC Sion,FC Zürich,1,3,,,,,,,-2,1
24726,Switzerland,Switzerland Super League,2008/2009,7,2008-08-24 00:00:00,FC Vaduz,AC Bellinzona,0,0,,,,,,,0,0
24727,Switzerland,Switzerland Super League,2008/2009,7,2008-08-24 00:00:00,BSC Young Boys,FC Aarau,3,3,,,,,,,0,0
1846,England,England Premier League,2008/2009,2,2008-08-25 00:00:00,Portsmouth,Manchester United,0,1,4.8,3.4,1.8,5.0,3.4,1.75,-1,1
206,Belgium,Belgium Jupiler League,2008/2009,3,2008-08-29 00:00:00,Tubize,Club Brugge KV,1,4,7.0,3.75,1.53,6.0,3.6,1.5,-3,1
8015,Germany,Germany 1. Bundesliga,2008/2009,3,2008-08-29 00:00:00,Karlsruher SC,1. FC Köln,0,2,2.1,3.3,3.5,2.1,3.2,3.2,-2,1
